id,title,description,image,published,created_at,updated_at
34,"Badan Pembinaan BUMD Provinsi DKI Jakarta melakukan Peninjauan Lapangan Progres Proyek Revitalisasi PKJ Taman Ismail Marzuki bersama Perangkat Daerah lainnya.",,"{""thumbnail"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/50x50_crop\/DpjZNWAIYizRObEg.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/160x120\/DpjZNWAIYizRObEg.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/240x180\/DpjZNWAIYizRObEg.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/300x300_crop\/DpjZNWAIYizRObEg.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/640x480\/DpjZNWAIYizRObEg.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/800x600\/DpjZNWAIYizRObEg.jpg"",""height"":585,""width"":780},""original"":{""url"":""\/pics\/user\/2022\/08\/07\/35\/03\/DpjZNWAIYizRObEg.jpg"",""height"":null,""width"":null}}",1,"2022-08-07 04:35:04","2022-08-07 04:35:04"
35,"Rapat dan Peninjauan Komisi C ke Intermediate Treatment Facility (ITF) Sunter, Jakarta Utara. Meninjau Perkembangan ITF Sunter.",,"{""thumbnail"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/50x50_crop\/Sof81f9QSzy8bjXZ.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/160x120\/Sof81f9QSzy8bjXZ.png"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/240x180\/Sof81f9QSzy8bjXZ.png"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/300x300_crop\/Sof81f9QSzy8bjXZ.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/640x480\/Sof81f9QSzy8bjXZ.png"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/800x600\/Sof81f9QSzy8bjXZ.png"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2022\/08\/11\/46\/31\/Sof81f9QSzy8bjXZ.png"",""height"":null,""width"":null}}",1,"2022-08-11 04:46:33","2022-08-11 04:46:33"
36,"Plt. Kepala BPBUMD Provinsi DKI Jakarta Ibu Fitria Rahadiani bersama PT jakarta Propertindo untuk Penyerahan KPPS PT Jakarta Propertindo (Perseroda) pada Tanggal 29 Agustus 2022.",,"{""thumbnail"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/50x50_crop\/RlqPY3Wne3NTbbGO.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/160x120\/RlqPY3Wne3NTbbGO.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/240x180\/RlqPY3Wne3NTbbGO.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/300x300_crop\/RlqPY3Wne3NTbbGO.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/640x480\/RlqPY3Wne3NTbbGO.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/800x600\/RlqPY3Wne3NTbbGO.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/08\/29\/18\/20\/RlqPY3Wne3NTbbGO.png"",""height"":null,""width"":null}}",1,"2022-08-29 17:15:09","2022-08-29 17:18:21"
37,"Acara Peresmian Pembangunan Hunian DP Nol Rupiah Nuansa Cilangkap Menara Kanaya di Jakarta Timur pada 8 September 2022","Acara Peresmian Pembangunan Hunian DP Nol Rupiah Nuansa Cilangkap Menara Kanaya di Jakarta Timur pada 8 September 2022, yang dihadiri Gubernur DKI Jakarta Anies Baswedan bersama Wakil Gubernur DKI Jakarta Ahmad Riza Patria beserta jajaran Pemprov DKI Jakarta lainnya. Perumda Pembangunan Sarana Jaya menyelesaikan pembangunan Hunian DP Nol Rupiah sebanyak 1.348 unit di Cilangkap Pondok Kelapa Jakarta Timur.
","{""thumbnail"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/50x50_crop\/DYaIknS2UVcRIdkF.jpeg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/160x120\/DYaIknS2UVcRIdkF.jpeg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/240x180\/DYaIknS2UVcRIdkF.jpeg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/300x300_crop\/DYaIknS2UVcRIdkF.jpeg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/640x480\/DYaIknS2UVcRIdkF.jpeg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/800x600\/DYaIknS2UVcRIdkF.jpeg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2022\/09\/09\/11\/58\/DYaIknS2UVcRIdkF.jpeg"",""height"":null,""width"":null}}",1,"2022-09-09 10:09:10","2022-09-09 10:11:59"
38," Kegiatan Monitoring Alat Produksi  yang dimiliki oleh salah satu BUMD Pangan DKI Jakarta, yakni Perumda Dharma Jaya.","Halo Warga Jakarta!

Dalam melaksanakan tugas sebagai Pembina Badan Usaha Milik Daerah Provinsi DKI Jakarta, Badan Pembinaan BUMD melaksanakan kegiatan monitoring alat produksi  yang dimiliki oleh salah satu BUMD Pangan DKI Jakarta, yakni Perumda Dharma Jaya.

Dalam kegiatan ini, BPBUMD melakukan monitoring terhadap seluruh fasilitas dan alat produksi yang dimiliki Perumda Dharma Jaya di Cakung yakni ruangan produksi, gudang pendingin,kandang sapi, rumah potong hewan, toko daging, dan fasilitas produksi pupuk kompos.

Alat produksi dimaksud tentunya mendukung proses bisnis Perumda Dharma Jaya berjalan dengan baik untuk melaksanakan tugasnya dalam rangka ketahanan pangan dan meningkatkan kesejahteraan masyarakat, khususnya produk hewani dan petani ternak.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/50x50_crop\/5uA4TGmxfzeErEsN.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/160x120\/5uA4TGmxfzeErEsN.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/240x180\/5uA4TGmxfzeErEsN.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/300x300_crop\/5uA4TGmxfzeErEsN.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/640x480\/5uA4TGmxfzeErEsN.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/800x600\/5uA4TGmxfzeErEsN.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/09\/21\/58\/25\/5uA4TGmxfzeErEsN.png"",""height"":null,""width"":null}}",1,"2022-09-21 21:58:26","2022-09-21 21:58:26"
39,"BUMD DKI Jakarta ikut serta dalam acara Jakarta Innovation Days yang digelar pada 27-28 September 2022.",,"{""thumbnail"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/50x50_crop\/ELya0EECUNAHqmv7.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/160x120\/ELya0EECUNAHqmv7.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/240x180\/ELya0EECUNAHqmv7.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/300x300_crop\/ELya0EECUNAHqmv7.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/640x480\/ELya0EECUNAHqmv7.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/800x600\/ELya0EECUNAHqmv7.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/09\/27\/40\/11\/ELya0EECUNAHqmv7.png"",""height"":null,""width"":null}}",1,"2022-09-27 17:40:13","2022-09-27 17:40:13"
40,"Pagelaran Perdana Graha Bhakti Budaya Kesenian Jakarta Taman Ismail Marjuki.","Pagelaran Perdana Graha Bhakti Budaya Kesenian Jakarta Taman Ismail Marjuki.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/50x50_crop\/Ys7CMfIAgUj5a8IL.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/160x120\/Ys7CMfIAgUj5a8IL.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/240x180\/Ys7CMfIAgUj5a8IL.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/300x300_crop\/Ys7CMfIAgUj5a8IL.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/640x480\/Ys7CMfIAgUj5a8IL.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/800x600\/Ys7CMfIAgUj5a8IL.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/09\/29\/22\/51\/Ys7CMfIAgUj5a8IL.png"",""height"":null,""width"":null}}",1,"2022-09-29 10:18:23","2022-09-29 10:22:52"
41,"Pelaksanaan Olahraga dan Senam Peregangan di Jajaran BPBUMD Provinsi DKl Jakarta #AksiGermas #AksiGermasDKI #bumddki",,"{""thumbnail"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/50x50_crop\/es0x6jO8WdCDfW2d.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/160x120\/es0x6jO8WdCDfW2d.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/240x180\/es0x6jO8WdCDfW2d.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/300x300_crop\/es0x6jO8WdCDfW2d.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/640x480\/es0x6jO8WdCDfW2d.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/800x600\/es0x6jO8WdCDfW2d.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/09\/29\/11\/10\/es0x6jO8WdCDfW2d.png"",""height"":null,""width"":null}}",1,"2022-09-29 16:11:12","2022-09-29 16:11:12"
42,"Penyerahan KPPS diluar RUPS terkait P Perubahan Susunan Pengurus PT MRT Jakarta (Perseroda).","Penyerahan KPPS diluar RUPS terkait P Perubahan Susunan Pengurus PT MRT Jakarta (Perseroda).","{""thumbnail"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/50x50_crop\/eNbiju676vwk3CbR.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/160x120\/eNbiju676vwk3CbR.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/240x180\/eNbiju676vwk3CbR.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/300x300_crop\/eNbiju676vwk3CbR.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/640x480\/eNbiju676vwk3CbR.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/800x600\/eNbiju676vwk3CbR.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/11\/02\/41\/54\/eNbiju676vwk3CbR.png"",""height"":null,""width"":null}}",1,"2022-11-02 09:41:55","2022-11-02 09:41:55"
43,"Penyerahaan KPPS PT. Jakarta Propertindo (Perseroda)","Penyerahaan KPPS PT. Jakarta Propertindo (Perseroda) oleh Plt. Kepala Badan Pembinaan BUMD Provinsi DKI Jakarta Ibu Fitria Rahadiani","{""thumbnail"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/50x50_crop\/gcLU0zRkdTbXIavJ.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/160x120\/gcLU0zRkdTbXIavJ.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/240x180\/gcLU0zRkdTbXIavJ.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/300x300_crop\/gcLU0zRkdTbXIavJ.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/640x480\/gcLU0zRkdTbXIavJ.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/800x600\/gcLU0zRkdTbXIavJ.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/11\/29\/23\/37\/gcLU0zRkdTbXIavJ.png"",""height"":null,""width"":null}}",1,"2022-11-29 17:23:38","2022-11-29 17:23:38"
44,"Kunjungan Lapangan dalam rangka monitoring dan evaluasi Pengadaan dan Pendistribusian  Komoditas Ikan pada Program Pangan bagi Masyarakat Tertentu (KJP) di Perumda Dharma Jaya dan PT Food Station Tjipinang Jaya","Kunjungan Lapangan dalam rangka monitoring dan evaluasi Pengadaan dan Pendistribusian  Komoditas Ikan pada Program Pangan bagi Masyarakat Tertentu (KJP) di Perumda Dharma Jaya dan PT Food Station Tjipinang Jaya","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/50x50_crop\/GPDQASRyQtEUe8Xb.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/160x120\/GPDQASRyQtEUe8Xb.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/240x180\/GPDQASRyQtEUe8Xb.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/300x300_crop\/GPDQASRyQtEUe8Xb.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/640x480\/GPDQASRyQtEUe8Xb.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/800x600\/GPDQASRyQtEUe8Xb.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/06\/24\/40\/GPDQASRyQtEUe8Xb.png"",""height"":null,""width"":null}}",1,"2022-12-06 16:24:41","2022-12-06 16:24:41"
45,"Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) PT MRT Jakarta (Perseroda)  digelar secara hybrid (online dan offline) pada Rabu 7 Desember 2022, dihadiri oleh Asisten Perekonomian dan Keuangan Setda Provinsi DKI Jakarta  selaku pemegang saham dan Plt. Kepa","Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) PT MRT Jakarta (Perseroda)  digelar secara hybrid (online dan offline) pada Rabu 7 Desember 2022, dihadiri oleh Asisten Perekonomian dan Keuangan Setda Provinsi DKI Jakarta  selaku pemegang saham dan Plt. Kepala BPBUMD, PD Pasar Jaya, Perwakilan SKPD, Dewan Komisaris, Direksi PT MRT Jakarta (Perseroda) serta Notaris. 
Rapat yang dipimpin oleh Asisten Perekonomian dan Keuangan Setda Provinsi DKI Jakarta Sri Haryati tersebut dibuka oleh Komisaris Utama PT MRT Jakarta (Perseroda) Dodik Wijanarko. Rapat membahas sejumlah agenda, Persetujuan dan Pengesahan Perubahan Rencana Kerja dan Anggaran (RKA) Perseroan Tahun Buku 2022, Persetujuan dan Pengesahan RKA Tahun Buku 2023 dan Persetujuan dan Pengesahan Modal Ditempatkan dan Disetor Perseroan.
Pada kesempatan yang sama turut dibahas persetujuan dan penetapan dilanjutkan penandatanganan key performance indicators (KPI) (Perubahan) PT MRT Jakarta (Perseroda) Tahun 2022 dan KPI Tahun PT MRT Jakarta (Perseroda) 2023.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/50x50_crop\/yqD1UeOTsrb4OERF.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/160x120\/yqD1UeOTsrb4OERF.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/240x180\/yqD1UeOTsrb4OERF.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/300x300_crop\/yqD1UeOTsrb4OERF.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/640x480\/yqD1UeOTsrb4OERF.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/800x600\/yqD1UeOTsrb4OERF.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/08\/07\/36\/yqD1UeOTsrb4OERF.png"",""height"":null,""width"":null}}",1,"2022-12-08 17:07:37","2022-12-08 17:07:37"
46,"TransJakarta menyelenggarakan Halte Tour dan Talk Show ""Pagelaran Perempuan Hebat Indonesia"".","Dalam rangka menyukseskan Gerakan Inklusifitas Tije ""Grinti"" dan Kampanye 16 Hari Anti Kekerasan terhadap Perempuan, TransJakarta menyelenggarakan Halte Tour dan Talk Show ""Pagelaran Perempuan Hebat Indonesia"".

Acara ini digelar di Halte CSW, Senin (12/12/2022). Turut hadir Deputi Bidang Perlindungan Hak Perempuan Kementerian PPPA, Kepala Dinas PPAP Provinsi DKI Jakarta, Plt. Kepala BPBUMD Provinsi DKI Jakarta, Direksi PT Transportasi Jakarta, Pj. Ketua TP PKK Provinsi DKI Jakarta, serta Perwakilan dari berbagai SKPD.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/50x50_crop\/wSHj8HSED89qnVrX.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/160x120\/wSHj8HSED89qnVrX.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/240x180\/wSHj8HSED89qnVrX.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/300x300_crop\/wSHj8HSED89qnVrX.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/640x480\/wSHj8HSED89qnVrX.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/800x600\/wSHj8HSED89qnVrX.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/12\/25\/45\/wSHj8HSED89qnVrX.png"",""height"":null,""width"":null}}",1,"2022-12-12 16:25:46","2022-12-12 16:25:46"
47,"PT Transportasi Jakarta (Transjakarta)  melakukan penandatanganan kerja sama dengan Polda Metro Jaya di Halte CSW, Senin (12/12). Dalam kerja sama ini Polda Metro Jaya mendapat 10.500 kartu gratis dari Transjakarta.  Kerja sama tersebut terkait dengan upa","PT Transportasi Jakarta (Transjakarta)  melakukan penandatanganan kerja sama dengan Polda Metro Jaya di Halte CSW, Senin (12/12). Dalam kerja sama ini Polda Metro Jaya mendapat 10.500 kartu gratis dari Transjakarta.

Kerja sama tersebut terkait dengan upaya Transjakarta dan Polda Metro Jaya dalam mendukung transportasi publik di Jakarta yang lebih aman dan kondusif.

Penyerahan kartu merupakan pelaksanaan amanat Peraturan Gubernur DKI Jakarta No. 133 tahun 2018 tentang Pelayanan Transjakarta Gratis dan Bus Gratis Bagi Masyarakat. 

Kartu tersebut akan digunakan anggota kepolisian aktif Polda Metro Jaya yang telah didata untuk naik TransJakarta.

Adapun, penyerahan Kartu Layanan TransJakarta gratis ini dilakukan Direktur Utama TransJakarta M. Yana Aditya kepada Kapolda Metro Jaya Irjen Pol M. Fadil Imran secara simbolis, yang disaksikan Kepala Dinas Perhubungan DKI Jakarta Syafrin Liputo dan PeIaksana Tugas BPBUMD Fitria Rahadiani.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/50x50_crop\/PGELZmS810WW1A9r.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/160x120\/PGELZmS810WW1A9r.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/240x180\/PGELZmS810WW1A9r.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/300x300_crop\/PGELZmS810WW1A9r.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/640x480\/PGELZmS810WW1A9r.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/800x600\/PGELZmS810WW1A9r.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/13\/22\/27\/PGELZmS810WW1A9r.png"",""height"":null,""width"":null}}",1,"2022-12-13 13:22:28","2022-12-13 13:22:28"
48,"Rapat Umum Pemegang Saham Luar Biasa (RUPS-LB) PT Food Station Tjipinang Jaya (PT FSTJ), 21/12/22","Rapat Umum Pemegang Saham Luar Biasa (RUPS-LB) PT Food Station Tjipinang Jaya (PT FSTJ) diselenggarakan pada Rabu, 21 Desember 2022 secara offline di kantor PT FSTJ.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/50x50_crop\/eDcTXzoS9TLQKxza.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/160x120\/eDcTXzoS9TLQKxza.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/240x180\/eDcTXzoS9TLQKxza.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/300x300_crop\/eDcTXzoS9TLQKxza.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/640x480\/eDcTXzoS9TLQKxza.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/800x600\/eDcTXzoS9TLQKxza.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/22\/12\/16\/eDcTXzoS9TLQKxza.png"",""height"":null,""width"":null}}",1,"2022-12-22 09:12:17","2022-12-22 09:12:17"
49,"RUPS Luar Biasa Sahkan RKA 2023","Asisten Perekonomian dan Keuangan Sekda Provinsi DKI Jakarta Sri Haryati selaku pemegang saham PT. Transportasi Jakarta mengikuti Rapat Umum Pemegang Saham Luar Biasa (RUPS-LB) Tahun 2022.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/50x50_crop\/dR541HyouFq6m389.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/160x120\/dR541HyouFq6m389.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/240x180\/dR541HyouFq6m389.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/300x300_crop\/dR541HyouFq6m389.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/640x480\/dR541HyouFq6m389.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/800x600\/dR541HyouFq6m389.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/23\/25\/33\/dR541HyouFq6m389.png"",""height"":null,""width"":null}}",1,"2022-12-23 09:25:34","2022-12-23 09:25:34"
50,"Plt. Kepala BPBUMD, Fitria Rahadiani melakukan penandatanganan Perjanjian Kinerja  dengan Direksi dan Dewan Komisaris PT. Transportasi Jakarta","Plt. Kepala Badan Pembinaan BUMD Provinsi DKI Jakarta, Fitria Rahadiani melakukan penandatanganan Perjanjian Kinerja  dengan Direksi dan Dewan Komisaris PT. Transportasi Jakarta pada Kamis (22/12/2022), di Hotel Mercure Sabang.","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/50x50_crop\/uPlyN7956M66UYxd.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/160x120\/uPlyN7956M66UYxd.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/240x180\/uPlyN7956M66UYxd.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/300x300_crop\/uPlyN7956M66UYxd.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/640x480\/uPlyN7956M66UYxd.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/800x600\/uPlyN7956M66UYxd.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/23\/43\/56\/uPlyN7956M66UYxd.png"",""height"":null,""width"":null}}",1,"2022-12-23 09:43:57","2022-12-23 09:43:57"
51,"RUPS LB PT. Jakarta Propertindo (perseroda) dan Penandatanganan KPI PT. Jakarta Propertindo (perseroda) Tahun 2023","RUPS LB PT. Jakarta Propertindo (perseroda) dan Penandatanganan KPI PT. Jakarta Propertindo (perseroda) Tahun 2023 yang dihadiri oleh Plt. Kepala BPBUMD Provinsi DKI Jakarta, Fitria Rahadiani, Direksi dan Dewan Komisaris PT Jakarta Propertindo (perseroda), serta Pemegang Saham lainya. Kamis (22/12/2022).","{""thumbnail"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/50x50_crop\/0tTKJmkimRHHaHUD.png"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/160x120\/0tTKJmkimRHHaHUD.png"",""height"":120,""width"":120},""small"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/240x180\/0tTKJmkimRHHaHUD.png"",""height"":180,""width"":180},""profile"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/300x300_crop\/0tTKJmkimRHHaHUD.png"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/640x480\/0tTKJmkimRHHaHUD.png"",""height"":480,""width"":480},""large"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/800x600\/0tTKJmkimRHHaHUD.png"",""height"":600,""width"":600},""original"":{""url"":""\/pics\/user\/2022\/12\/23\/50\/17\/0tTKJmkimRHHaHUD.png"",""height"":null,""width"":null}}",1,"2022-12-23 09:50:18","2022-12-23 09:50:18"
